workclass,education,education-years,marital,occupation,relationship,race,sex,hours-per-week,natice-country,income
 Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Local-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
 Private, 10th,6, Widowed, Craft-repair, Unmarried, Black, Female,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,38, United-States, <=50K
 Private, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
 Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,50, Thailand, >50K
 Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K
 Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,70, United-States, >50K
 Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Other, Male,50, United-States, <=50K
 Federal-gov, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,25, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,65, Yugoslavia, >50K
 Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,15, United-States, <=50K
 Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,70, United-States, >50K
 Federal-gov, Bachelors,13, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,45, United-States, <=50K
 Private, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,15, United-States, <=50K
 Local-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,35, Germany, >50K
 Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
 Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, Canada, >50K
 Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,40, United-States, <=50K
 Private, Some-college,10, Divorced, Protective-serv, Unmarried, Black, Female,30, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,60, China, <=50K
 Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,21, United-States, <=50K
 State-gov, Bachelors,13, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States, <=50K
 Private, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,35, United-States, <=50K
 Private, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,20, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Private, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, Black, Male,45, United-States, <=50K
 Private, 12th,8, Never-married, Craft-repair, Own-child, White, Male,20, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,35, United-States, >50K
 Private, Some-college,10, Separated, Sales, Unmarried, White, Female,43, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, Mexico, <=50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K
 Local-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,84, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, >50K
 State-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,35, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, Italy, <=50K
 Self-emp-not-inc, Bachelors,13, Divorced, Transport-moving, Not-in-family, White, Male,65, United-States, <=50K
 Private, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,25, United-States, <=50K
 Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,30, United-States, <=50K
 Private, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female,14, United-States, <=50K
 Self-emp-inc, Bachelors,13, Widowed, Other-service, Unmarried, White, Female,35, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Other, Female,19, United-States, <=50K
 Local-gov, HS-grad,9, Separated, Other-service, Own-child, White, Female,80, United-States, <=50K
 Local-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,80, United-States, >50K
 Private, 11th,7, Never-married, Other-service, Own-child, White, Male,12, United-States, <=50K
 Private, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, Mexico, <=50K
 Private, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,48, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,10, United-States, >50K
 Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K
 Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K
 Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Wife, White, Female,45, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, >50K
 Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, >50K
 Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K
 Private, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, >50K
 Private, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,30, United-States, >50K
 Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, >50K
 Self-emp-not-inc, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, <=50K
 Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, >50K
 Local-gov, HS-grad,9, Never-married, Prof-specialty, Own-child, Black, Female,40, United-States, <=50K
 Self-emp-not-inc, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, <=50K
 Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,45, United-States, <=50K
 Local-gov, Masters,14, Separated, Prof-specialty, Unmarried, Black, Female,37, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K
 Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Other-service, Wife, White, Female,15, United-States, <=50K
 Private, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Germany, <=50K
 Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Private, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,65, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, <=50K
 State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, <=50K
 Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,45, United-States, >50K
 Private, Some-college,10, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,40, Philippines, <=50K
 Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
 Private, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States, <=50K
 Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,50, Ireland, <=50K
 Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
 Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
 Private, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, White, Female,13, United-States, >50K
 Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,40, United-States, <=50K
 Private, 12th,8, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, >50K
 Private, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, <=50K
 Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
 Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Self-emp-inc, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,54, United-States, >50K
 Federal-gov, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,30, United-States, <=50K
 Self-emp-not-inc, Some-college,10, Separated, Sales, Not-in-family, White, Male,35, United-States, <=50K
 Private, 10th,6, Never-married, Transport-moving, Not-in-family, White, Male,60, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
 Private, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,40, United-States, <=50K
 Self-emp-inc, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, >50K
 Private, Bachelors,13, Never-married, Prof-specialty, Unmarried, Other, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,56, United-States, <=50K
 Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
 Federal-gov, Some-college,10, Divorced, Prof-specialty, Not-in-family, Black, Female,40, United-States, <=50K
 Private, Assoc-voc,11, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K
 Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Private, 10th,6, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
 Local-gov, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,25, United-States, <=50K
 Private, 12th,8, Divorced, Machine-op-inspct, Unmarried, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad,9, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,60, United-States, <=50K
 Federal-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
 Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,17, United-States, <=50K
 Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,8, United-States, <=50K
 Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,30, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K
 Private, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,30, Philippines, <=50K
 Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,50, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
 State-gov, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,80, United-States, <=50K
 State-gov, 12th,8, Never-married, Transport-moving, Own-child, Black, Male,20, United-States, <=50K
 Private, Bachelors,13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,35, Thailand, <=50K
 Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,40, United-States, <=50K
